"player_name","surgery_year","number_of_donors","ate_so9_scm","so9_year1","so9_year2","so9_year3","ate_so9_did","ate_so9_synthdid","ate_percentile_so9","ate_variance_so9","ate_fip_scm","fip_year1","fip_year2","fip_year3","ate_fip_did","ate_fip_synthdid","ate_percentile_fip","ate_variance_fip"
"Michael Fulmer",2019,46,1.4375189271474,0.47891334224604,1.43490903631363,2.39873440288254,2.49420289855072,1.68537599772657,0.543478260869565,0.915876392522326,-0.242831114867144,-0.333778342248961,-0.0272242524395194,-0.367490749912951,-0.403862576156545,-0.656629004104854,0.217391304347826,-0.369165291853774
"Mark Leiter Jr.",2019,51,2.62649628710277,1.01888284182697,2.33182502357067,4.52878099591068,2.71928104575163,2.76398070075692,0.96078431372549,1.92141089942315,-0.54032056942153,1.21907100880066,-1.22738903890433,-1.61264367816092,-2.19609494068106,-2.5851259060141,0.705882352941177,-0.939757285272317
"Lance McCullers Jr.",2018,31,0.668083080219618,0.526013508871168,0.810152651568067,NA,-0.625806451612903,-0.474810969900308,0.32258064516129,0.417095245951403,0.921530011503969,0.372395057905526,1.47066496510241,NA,1.35520878427585,1.31697785690526,0.741935483870968,1.27994771629695
"Johnny Cueto",2018,58,-1.9453297637897,-1.70561654566041,-2.18504298191898,NA,-1.42471264367816,-1.41947550391521,0.655172413793103,-0.905556779202518,-0.890160908730345,-0.170719396362109,-1.60960242109858,NA,0.0260345644315705,-0.405581837674613,0.431034482758621,-0.75630053806797
"Taijuan Walker",2018,32,-1.71732185276364,-1.71901100310921,-1.60548999225843,-1.82746456292329,-0.963541666666667,-1.04608205891955,0.65625,-0.98048992785044,-0.213606806066316,-0.0161679841760165,-0.788374887121166,0.163722453098234,-0.10513805431277,-0.065241692067112,0.1875,-0.32026675785237
"Drew Smyly",2017,36,0.890614594348434,1.29397808143165,0.530333948936395,0.847531752677262,-0.691666666666666,-0.53545831318056,0.361111111111111,0.486372773209281,0.297852269776449,1.11401404577574,0.528238043332827,-0.748695279779221,0.512466154743307,0.527759614227869,0.305555555555556,0.310964035164257
"Shelby Miller",2017,9,-0.374463937621547,-0.37543859649146,-2.53684210526281,1.78888888888963,2.73703703703704,3.26708866179372,0.111111111111111,-0.141140697703198,0.269960303458068,0.330214786756392,1.31555118968913,-0.835885066071319,-0.81945139777646,-0.393880545279643,0.222222222222222,0.361606422879482
"Will Smith",2017,52,1.67062513072833,1.08125282805471,3.21179050643331,0.718832057696975,0.303205128205128,0.885396159497087,0.615384615384615,0.923655531445,-1.012154306353,-2.03172809755304,-0.511587796110727,-0.493147025395244,-0.461524328487857,-0.256072386601044,0.75,-1.16001966307127
"Nathan Eovaldi",2016,52,0.29067670236898,-0.673967940767,0.155779212578837,1.3902188352951,1.90320512820513,1.76295283447215,0.153846153846154,0.160709388998746,0.232431904440073,-0.485411640052216,2.31446637336786,-1.13175901999542,-0.480327258220523,-0.433018749299675,0.269230769230769,0.266387820298966
"Lance Lynn",2015,66,0.600631615112083,-0.6348645751143,0.122540239234254,2.3142191812163,0.498484848484848,0.260438169508135,0.363636363636364,0.409329759203744,-0.183363944049414,1.38565697655668,-0.113498798766652,-1.82225000993827,-0.255011183766293,-0.208040375192671,0.166666666666667,-0.223113430995544
"Greg Holland",2015,66,-1.16038483315655,-0.160934036488907,-2.87537198523401,-0.444848477746728,-2.16818181818182,-1.35156707938909,0.636363636363636,-0.790800937528091,0.83600327026058,0.306960609694835,0.421184015404943,1.77986518568196,1.14136605446798,0.923299985846964,0.681818181818182,1.01723138056557
"Jason Vargas",2015,60,-0.816679583122355,-2.00022605514751,-0.248705432941637,-0.201107261277917,1.095,0.915083228902615,0.4,-0.528326532977181,0.824595149685761,0.689728551520521,1.7644254583427,0.0196314391940611,-0.148029607844147,-0.0467274163303929,0.7,0.91145903919923
"Alex Cobb",2015,34,-1.40495120339045,-2.31108503795129,-3.15057551661503,1.24680694439496,-0.755882352941176,-1.20707686937357,0.705882352941177,-1.07456949550833,0.184772273695767,0.531485616929307,1.36057111712129,-1.33773991296329,-0.0261937180487535,0.0821050546106937,0.205882352941176,0.384396910231396
"Adam Ottavino",2015,84,0.921879662157224,0.839839139548168,-0.20026667899694,2.12606652592044,2.22301587301587,2.23751117913126,0.452380952380952,0.551646835574626,-0.0168583939034891,-0.458630958132314,1.55557126366016,-1.14751548723831,-0.285225145111463,-0.18785385694679,0.0119047619047619,-0.0226573628228889
"Homer Bailey",2015,60,-1.94042559774761,-2.67279850919732,-2.62689422168592,-0.521584062359612,-0.938333333333333,-1.21011340753456,0.783333333333333,-1.25530054839705,0.812023459325493,1.10003374730521,1.96265387990865,-0.62661724923739,0.34765203005892,0.521678497500463,0.683333333333333,0.897563031174872
"Zack Wheeler",2015,77,-0.314124316353885,0.611268889001626,-1.30963879491064,-0.244003043152642,0.0305194805194791,0.200154652500534,0.0649350649350649,-0.172349375055826,0.359243615359268,1.90348545339341,-0.092911186010578,-0.732843421305026,-0.712495407962264,-0.767879764803123,0.246753246753247,0.450119579746592
"Yu Darvish",2015,62,0.496749567150839,0.501802618816619,0.176333479359535,0.812112603276361,-0.300000000000001,-0.469812819067088,0.274193548387097,0.315310999083383,-0.53926587775096,-0.230002909645787,0.656283004743251,-2.04407772835034,-0.150050049664918,-0.183597058988486,0.483870967741935,-0.6041385866142
"Tyler Chatwood",2014,62,-2.14881908133479,-2.04904207041816,-2.13702365348219,-2.26039152010401,1.50806451612903,1.41427355464336,0.854838709677419,-1.51938796287605,1.47206712088456,0.960372482588417,2.07347999753699,1.38234888252827,-0.0864763016586889,0.211437879307182,0.903225806451613,1.80934094766603
"Iván Nova",2014,74,-2.66735446026658,-2.65156151854341,-0.767799472632943,-4.58270238962338,-0.77027027027027,-1.32529504142539,0.972972972972973,-2.25827613993287,1.21122955409591,1.16012101486115,0.924334447165445,1.54923320026113,0.124019960178457,0.228335297792956,0.905405405405405,1.63653739817821
"Matt Moore",2014,105,-2.34931948463392,-3.3885793835231,-1.69251607260619,-1.96686299777246,-1.65825396825397,-1.61794578918719,0.923809523809524,-1.78135721542342,0.518813865533383,1.84322978860627,-0.862758860132885,0.575970668126761,0.372579364685434,0.345504819578283,0.361904761904762,0.719961261331673
"Patrick Corbin",2014,105,-0.916418961862579,-0.775034556294695,-2.01457419745349,0.0403518681604496,0.308412698412699,0.221053423407741,0.504761904761905,-0.694869106029282,0.881875614059075,0.0976250697661878,1.80286445193446,0.745137320476583,0.043058214916783,0.163342525433033,0.714285714285714,1.22378433117409
"David Hernandez",2014,74,-1.90576703217076,-2.36323293432828,-0.121842825077829,-3.23222533710616,-2.1036036036036,-1.87331670820441,0.864864864864865,-1.61348942599544,-0.16495796301073,0.645769931104057,-0.111055450553344,-1.0295883695829,0.446355723254143,-0.0597344917084005,0.202702702702703,-0.222880852503522
"Eric O'Flaherty",2013,73,-2.51025268635764,-2.35325613111715,-3.49835451613669,-1.67914741181909,-0.998630136986301,-0.932058746737184,0.805555555555556,-1.66284481060828,1.16918892092629,1.13357009268622,1.62464101590666,0.74935565418601,1.33188771151986,1.29063153348939,0.833333333333333,1.40591233018284
"Jonny Venters",2013,55,-2.84958477998626,-2.84958477998626,NA,NA,-2.96121212121212,-3.14094078714293,0.945454545454545,-1.90923360006381,-0.457738005138166,-0.457738005138166,NA,NA,-0.414529473222596,-0.407575111260386,0.345454545454545,-0.429149430515799
"Jason Motte",2013,73,-3.64603003813009,-5.77296688014259,-4.23804935303071,-0.92707388121698,-2.2986301369863,-2.78298402254361,0.986111111111111,-2.41520790364081,1.91250338534693,3.05788724155625,0.647623284056666,2.03199963042788,2.20510150561352,2.16774456910794,0.972222222222222,2.29972423006323
"Neftalí Feliz",2012,74,-1.22057465195835,-2.94191900540801,-1.90786613199972,1.18806118153269,-0.971171171171171,-0.828662079846181,0.328767123287671,-0.703775179730815,0.962173905817705,1.86869621063354,0.515218071072292,0.502607435747285,1.09318966413738,1.12586153699699,0.821917808219178,1.33872632425489
"Charlie Morton",2012,70,-0.304978474367232,0.234576694710114,-0.683572500805998,-0.46593961700581,0.944761904761905,0.93921354942573,0.130434782608696,-0.196386969812778,-0.42017215648591,-0.713096341464301,-1.23582597197669,0.688405843983262,-0.599281433798702,-0.616495886834871,0.405797101449275,-0.597522719663263
"Mike Pelfrey",2012,51,-1.91800312392434,-1.02488865372727,-2.53850645527826,-2.1906142627675,-0.329411764705882,-0.262688718859623,0.82,-1.34524592415671,0.812568677315677,0.585929395136615,0.846573523230628,1.00520311357979,0.0890650394522919,0.129099361188535,0.7,1.11914757422296
"Ryan Madson",2012,41,-1.8365494179921,-0.984126813809159,-4.24358180735633,-0.281939632810813,-1.95284552845528,-2.24632233191006,0.8,-1.34706405539843,-0.72846668132787,0.655828429535898,0.323095429574666,-3.16432390309417,0.143043264823594,0.103885189230298,0.625,-0.99249704140898
"Joakim Soria",2012,70,-0.70499553838649,0.926359718008916,-1.01319957159873,-2.02814676156966,-0.588571428571429,-0.268781271723056,0.333333333333333,-0.453972818253846,0.197100036838181,0.843752133229333,-1.13271133602186,0.880259313307074,0.37601913161372,0.463552164165717,0.217391304347826,0.280294037192416
"John Lackey",2011,70,0.909980003531341,0.811449007505035,0.491550405746313,1.42694059734268,0.978095238095238,1.01034913253358,0.463768115942029,0.585969930679613,-0.456511144925266,-1.01275762772603,-0.270835017144595,-0.0859407899051732,-0.284903539549483,-0.275431401741685,0.507246376811594,-0.649200040178012
